id,emp_id,check_in,check_out,shift_id
40,1,2024-05-24 09:14:00,2024-05-24 16:43:00,1
41,1,2024-05-27 09:37:00,2024-05-27 18:52:00,1
42,1,2024-05-28 09:21:00,2024-05-28 17:51:00,1
43,1,2024-05-29 09:16:00,2024-05-29 18:22:00,1
44,1,2024-05-30 09:06:00,2024-05-30 16:42:00,1
45,2,2024-05-01 14:13:00,2024-05-01 22:28:00,2
46,2,2024-05-02 14:26:00,2024-05-02 23:55:00,2
47,2,2024-05-03 14:08:00,2024-05-03 22:22:00,2
48,2,2024-05-06 13:55:00,2024-05-06 22:49:00,2
49,2,2024-05-07 14:38:00,2024-05-07 23:33:00,2
50,2,2024-05-08 14:32:00,2024-05-08 21:49:00,2
51,2,2024-05-09 14:14:00,2024-05-09 23:39:00,2
52,2,2024-05-10 13:50:00,2024-05-10 22:32:00,2
53,2,2024-05-13 13:50:00,2024-05-13 22:41:00,2
54,2,2024-05-14 14:18:00,2024-05-14 23:42:00,2
55,2,2024-05-15 14:35:00,2024-05-15 22:07:00,2
56,2,2024-05-16 14:33:00,2024-05-16 23:08:00,2
57,2,2024-05-17 14:39:00,2024-05-17 23:56:00,2
58,2,2024-05-20 14:06:00,2024-05-20 23:54:00,2
59,2,2024-05-21 14:27:00,2024-05-21 23:15:00,2
60,2,2024-05-22 14:31:00,2024-05-22 22:49:00,2
61,2,2024-05-23 13:50:00,2024-05-24 00:00:00,2
62,2,2024-05-24 13:52:00,2024-05-24 22:15:00,2
63,2,2024-05-27 14:29:00,2024-05-27 22:37:00,2
64,2,2024-05-28 13:55:00,2024-05-28 23:57:00,2
65,2,2024-05-29 14:28:00,2024-05-29 22:26:00,2
66,2,2024-05-30 14:04:00,2024-05-30 23:29:00,2
67,3,2024-05-01 14:28:00,2024-05-01 21:47:00,2
68,3,2024-05-02 13:54:00,2024-05-02 22:09:00,2
69,3,2024-05-03 13:56:00,2024-05-03 22:48:00,2
70,3,2024-05-06 14:01:00,2024-05-06 23:30:00,2
71,3,2024-05-07 14:06:00,2024-05-07 22:43:00,2
72,3,2024-05-08 14:20:00,2024-05-08 22:15:00,2
73,3,2024-05-09 14:31:00,2024-05-09 21:51:00,2
74,3,2024-05-10 14:30:00,2024-05-10 23:08:00,2
75,3,2024-05-13 14:28:00,2024-05-14 00:00:00,2
76,3,2024-05-14 14:17:00,2024-05-14 23:56:00,2
77,3,2024-05-15 14:26:00,2024-05-15 23:52:00,2
78,3,2024-05-16 14:35:00,2024-05-17 00:00:00,2
79,3,2024-05-17 14:40:00,2024-05-17 22:53:00,2
80,3,2024-05-20 13:54:00,2024-05-20 21:58:00,2
81,3,2024-05-21 13:55:00,2024-05-21 22:09:00,2
82,3,2024-05-22 14:20:00,2024-05-22 23:41:00,2
83,3,2024-05-23 14:03:00,2024-05-23 22:08:00,2
84,3,2024-05-24 14:38:00,2024-05-24 23:22:00,2
85,3,2024-05-27 14:35:00,2024-05-27 23:43:00,2
86,3,2024-05-28 14:09:00,2024-05-28 21:49:00,2
87,3,2024-05-29 14:34:00,2024-05-30 00:00:00,2
88,3,2024-05-30 14:37:00,2024-05-30 22:54:00,2
89,4,2024-05-01 09:13:00,2024-05-01 18:03:00,1
90,4,2024-05-02 09:15:00,2024-05-02 16:58:00,1
91,4,2024-05-03 09:04:00,2024-05-03 17:34:00,1
92,4,2024-05-06 08:55:00,2024-05-06 17:24:00,1
93,4,2024-05-07 09:29:00,2024-05-07 16:55:00,1
94,4,2024-05-08 09:37:00,2024-05-08 17:47:00,1
95,4,2024-05-09 09:28:00,2024-05-09 16:51:00,1
96,4,2024-05-10 09:40:00,2024-05-10 17:11:00,1
97,4,2024-05-13 09:05:00,2024-05-13 18:59:00,1
98,4,2024-05-14 09:30:00,2024-05-14 18:14:00,1
99,4,2024-05-15 08:52:00,2024-05-15 18:07:00,1
100,4,2024-05-16 09:17:00,2024-05-16 17:20:00,1
101,4,2024-05-17 09:06:00,2024-05-17 17:29:00,1
102,4,2024-05-20 09:01:00,2024-05-20 17:44:00,1
103,4,2024-05-22 09:20:00,2024-05-22 16:40:00,1
104,4,2024-05-23 08:54:00,2024-05-23 18:28:00,1
105,4,2024-05-24 09:19:00,2024-05-24 16:50:00,1
106,4,2024-05-27 09:40:00,2024-05-27 18:26:00,1
107,4,2024-05-28 09:23:00,2024-05-28 17:34:00,1
108,4,2024-05-29 09:04:00,2024-05-29 16:53:00,1
109,4,2024-05-30 09:14:00,2024-05-30 17:52:00,1
110,5,2024-05-01 09:07:00,2024-05-01 17:45:00,1
111,5,2024-05-02 09:16:00,2024-05-02 18:04:00,1
112,5,2024-05-03 09:14:00,2024-05-03 17:30:00,1
113,5,2024-05-06 09:30:00,2024-05-06 18:27:00,1
114,5,2024-05-07 09:04:00,2024-05-07 18:00:00,1
115,5,2024-05-08 09:22:00,2024-05-08 18:58:00,1
116,5,2024-05-09 08:50:00,2024-05-09 17:42:00,1
117,5,2024-05-10 09:22:00,2024-05-10 17:36:00,1
118,5,2024-05-13 09:28:00,2024-05-13 18:45:00,1
119,5,2024-05-14 09:24:00,2024-05-14 17:09:00,1
120,5,2024-05-15 09:00:00,2024-05-15 17:47:00,1
121,5,2024-05-16 09:09:00,2024-05-16 17:46:00,1
122,5,2024-05-17 08:58:00,2024-05-17 17:09:00,1
123,5,2024-05-20 09:17:00,2024-05-20 17:24:00,1
124,5,2024-05-21 09:27:00,2024-05-21 18:00:00,1
125,5,2024-05-22 09:34:00,2024-05-22 18:06:00,1
126,5,2024-05-23 09:40:00,2024-05-23 16:59:00,1
127,5,2024-05-24 09:01:00,2024-05-24 17:22:00,1
128,5,2024-05-27 09:30:00,2024-05-27 16:53:00,1
129,5,2024-05-28 09:32:00,2024-05-28 17:26:00,1
130,5,2024-05-29 09:36:00,2024-05-29 17:11:00,1
131,5,2024-05-30 09:00:00,2024-05-30 18:20:00,1
132,6,2024-05-01 13:55:00,2024-05-01 21:53:00,2
133,6,2024-05-02 13:54:00,2024-05-02 22:15:00,2
134,6,2024-05-03 14:07:00,2024-05-03 23:43:00,2
135,6,2024-05-06 14:04:00,2024-05-06 23:15:00,2
136,6,2024-05-07 13:50:00,2024-05-07 22:56:00,2
137,6,2024-05-08 14:09:00,2024-05-08 23:34:00,2
138,6,2024-05-09 14:23:00,2024-05-09 22:08:00,2
139,6,2024-05-10 13:51:00,2024-05-10 23:41:00,2
140,6,2024-05-13 14:21:00,2024-05-13 22:21:00,2
141,6,2024-05-14 14:31:00,2024-05-14 23:32:00,2
142,6,2024-05-15 14:12:00,2024-05-15 22:00:00,2
143,6,2024-05-16 14:34:00,2024-05-16 21:57:00,2
144,6,2024-05-17 14:31:00,2024-05-17 23:39:00,2
145,6,2024-05-20 14:15:00,2024-05-20 22:43:00,2
146,6,2024-05-21 14:36:00,2024-05-21 23:13:00,2
147,6,2024-05-22 14:29:00,2024-05-22 23:30:00,2
148,6,2024-05-23 14:30:00,2024-05-23 22:13:00,2
149,6,2024-05-24 13:56:00,2024-05-24 22:51:00,2
150,6,2024-05-27 13:57:00,2024-05-27 22:22:00,2
151,6,2024-05-28 14:26:00,2024-05-28 23:30:00,2
152,6,2024-05-29 14:23:00,2024-05-29 22:40:00,2
153,6,2024-05-30 14:16:00,2024-05-30 22:25:00,2
154,7,2024-05-01 14:12:00,2024-05-01 22:18:00,2
155,7,2024-05-02 14:06:00,2024-05-02 23:19:00,2
156,7,2024-05-03 13:53:00,2024-05-03 21:48:00,2
157,7,2024-05-06 14:23:00,2024-05-06 21:47:00,2
158,7,2024-05-07 14:15:00,2024-05-07 21:41:00,2
159,7,2024-05-08 14:02:00,2024-05-08 23:41:00,2
160,7,2024-05-09 14:39:00,2024-05-09 23:49:00,2
161,7,2024-05-10 14:25:00,2024-05-10 23:15:00,2
162,7,2024-05-13 13:56:00,2024-05-13 23:55:00,2
163,7,2024-05-14 14:37:00,2024-05-14 22:40:00,2
164,7,2024-05-16 13:59:00,2024-05-16 22:48:00,2
165,7,2024-05-17 14:02:00,2024-05-17 23:21:00,2
166,7,2024-05-20 14:33:00,2024-05-20 23:37:00,2
167,7,2024-05-21 14:07:00,2024-05-21 22:40:00,2
168,7,2024-05-22 14:34:00,2024-05-22 22:19:00,2
169,7,2024-05-23 14:40:00,2024-05-23 22:30:00,2
170,7,2024-05-24 14:29:00,2024-05-24 23:17:00,2
171,7,2024-05-27 14:06:00,2024-05-27 23:42:00,2
172,7,2024-05-28 13:51:00,2024-05-28 22:31:00,2
173,7,2024-05-29 14:39:00,2024-05-29 22:46:00,2
174,7,2024-05-30 14:24:00,2024-05-30 22:25:00,2
175,8,2024-05-01 09:08:00,2024-05-01 16:48:00,1
176,8,2024-05-02 09:38:00,2024-05-02 17:53:00,1
177,8,2024-05-03 09:09:00,2024-05-03 18:44:00,1
178,8,2024-05-06 09:29:00,2024-05-06 17:09:00,1
179,8,2024-05-07 09:05:00,2024-05-07 17:48:00,1
180,8,2024-05-08 09:12:00,2024-05-08 17:48:00,1
181,8,2024-05-09 09:35:00,2024-05-09 17:46:00,1
182,8,2024-05-10 09:34:00,2024-05-10 16:54:00,1
183,8,2024-05-13 09:08:00,2024-05-13 18:53:00,1
184,8,2024-05-14 09:18:00,2024-05-14 17:36:00,1
185,8,2024-05-15 09:13:00,2024-05-15 17:05:00,1
186,8,2024-05-16 09:05:00,2024-05-16 18:41:00,1
187,8,2024-05-20 09:16:00,2024-05-20 17:22:00,1
188,8,2024-05-21 08:53:00,2024-05-21 18:29:00,1
189,8,2024-05-22 08:52:00,2024-05-22 17:51:00,1
190,8,2024-05-23 09:20:00,2024-05-23 18:30:00,1
191,8,2024-05-24 08:56:00,2024-05-24 17:23:00,1
192,8,2024-05-27 09:16:00,2024-05-27 17:58:00,1
193,8,2024-05-28 08:55:00,2024-05-28 16:45:00,1
194,8,2024-05-29 09:38:00,2024-05-29 16:45:00,1
195,8,2024-05-30 08:56:00,2024-05-30 17:59:00,1
196,9,2024-05-01 08:58:00,2024-05-01 18:26:00,1
197,9,2024-05-02 09:07:00,2024-05-02 18:56:00,1
198,9,2024-05-06 08:57:00,2024-05-06 17:21:00,1
199,9,2024-05-07 09:24:00,2024-05-07 18:40:00,1
200,9,2024-05-08 08:57:00,2024-05-08 16:57:00,1
201,9,2024-05-09 08:56:00,2024-05-09 18:12:00,1
202,9,2024-05-10 09:40:00,2024-05-10 18:23:00,1
203,9,2024-05-13 09:11:00,2024-05-13 17:56:00,1
204,9,2024-05-14 09:12:00,2024-05-14 17:57:00,1
205,9,2024-05-15 09:40:00,2024-05-15 16:53:00,1
206,9,2024-05-16 09:27:00,2024-05-16 17:20:00,1
207,9,2024-05-17 09:06:00,2024-05-17 17:22:00,1
208,9,2024-05-20 09:12:00,2024-05-20 18:18:00,1
209,9,2024-05-21 09:18:00,2024-05-21 17:31:00,1
210,9,2024-05-22 09:28:00,2024-05-22 16:47:00,1
211,9,2024-05-23 09:34:00,2024-05-23 18:46:00,1
212,9,2024-05-24 08:57:00,2024-05-24 17:32:00,1
213,9,2024-05-27 09:34:00,2024-05-27 17:49:00,1
214,9,2024-05-28 09:09:00,2024-05-28 18:53:00,1
215,9,2024-05-29 08:51:00,2024-05-29 18:58:00,1
216,9,2024-05-30 09:01:00,2024-05-30 17:34:00,1
217,10,2024-05-01 09:37:00,2024-05-01 17:16:00,1
218,10,2024-05-02 09:20:00,2024-05-02 17:48:00,1
219,10,2024-05-03 09:00:00,2024-05-03 16:51:00,1
220,10,2024-05-06 09:34:00,2024-05-06 18:30:00,1
221,10,2024-05-07 09:36:00,2024-05-07 18:59:00,1
222,10,2024-05-08 09:12:00,2024-05-08 18:58:00,1
223,10,2024-05-09 09:23:00,2024-05-09 17:58:00,1
224,10,2024-05-10 09:01:00,2024-05-10 18:33:00,1
225,10,2024-05-13 09:23:00,2024-05-13 18:45:00,1
226,10,2024-05-14 09:21:00,2024-05-14 17:25:00,1
227,10,2024-05-15 09:17:00,2024-05-15 16:57:00,1
228,10,2024-05-16 08:50:00,2024-05-16 18:27:00,1
229,10,2024-05-17 09:33:00,2024-05-17 17:00:00,1
230,10,2024-05-20 09:31:00,2024-05-20 18:09:00,1
231,10,2024-05-21 09:05:00,2024-05-21 17:12:00,1
232,10,2024-05-22 09:00:00,2024-05-22 18:55:00,1
233,10,2024-05-23 08:58:00,2024-05-23 17:00:00,1
234,10,2024-05-24 09:07:00,2024-05-24 16:54:00,1
235,10,2024-05-27 09:04:00,2024-05-27 16:46:00,1
236,10,2024-05-28 09:08:00,2024-05-28 17:35:00,1
237,10,2024-05-29 09:31:00,2024-05-29 17:13:00,1
238,10,2024-05-30 09:27:00,2024-05-30 18:05:00,1
239,11,2024-05-01 09:31:00,2024-05-01 17:03:00,1
240,11,2024-05-02 08:56:00,2024-05-02 18:08:00,1
241,11,2024-05-03 08:51:00,2024-05-03 16:44:00,1
242,11,2024-05-06 09:22:00,2024-05-06 17:04:00,1
243,11,2024-05-07 09:20:00,2024-05-07 18:10:00,1
244,11,2024-05-08 09:13:00,2024-05-08 16:46:00,1
245,11,2024-05-09 09:06:00,2024-05-09 18:34:00,1
246,11,2024-05-10 09:22:00,2024-05-10 17:11:00,1
247,11,2024-05-13 09:22:00,2024-05-13 17:45:00,1
248,11,2024-05-14 08:52:00,2024-05-14 18:42:00,1
249,11,2024-05-15 09:35:00,2024-05-15 18:16:00,1
250,11,2024-05-16 09:25:00,2024-05-16 17:53:00,1
251,11,2024-05-17 09:14:00,2024-05-17 16:41:00,1
252,11,2024-05-20 09:23:00,2024-05-20 18:22:00,1
253,11,2024-05-21 08:54:00,2024-05-21 16:43:00,1
254,11,2024-05-22 09:31:00,2024-05-22 17:31:00,1
255,11,2024-05-23 09:25:00,2024-05-23 17:42:00,1
256,11,2024-05-24 09:37:00,2024-05-24 18:03:00,1
257,11,2024-05-27 09:27:00,2024-05-27 17:42:00,1
258,11,2024-05-28 08:53:00,2024-05-28 18:43:00,1
259,11,2024-05-29 09:37:00,2024-05-29 17:35:00,1
260,11,2024-05-30 09:01:00,2024-05-30 18:19:00,1
261,12,2024-05-01 09:28:00,2024-05-01 18:12:00,1
262,12,2024-05-02 09:11:00,2024-05-02 17:26:00,1
263,12,2024-05-03 09:37:00,2024-05-03 18:20:00,1
264,12,2024-05-06 09:37:00,2024-05-06 17:02:00,1
265,12,2024-05-07 08:54:00,2024-05-07 17:24:00,1
266,12,2024-05-08 09:32:00,2024-05-08 18:46:00,1
267,12,2024-05-09 08:56:00,2024-05-09 18:50:00,1
268,12,2024-05-10 09:04:00,2024-05-10 16:49:00,1
269,12,2024-05-13 08:51:00,2024-05-13 18:16:00,1
270,12,2024-05-14 09:39:00,2024-05-14 18:49:00,1
271,12,2024-05-15 09:29:00,2024-05-15 18:06:00,1
272,12,2024-05-16 09:11:00,2024-05-16 16:43:00,1
273,12,2024-05-17 09:00:00,2024-05-17 17:38:00,1
274,12,2024-05-20 08:54:00,2024-05-20 18:08:00,1
275,12,2024-05-21 08:53:00,2024-05-21 17:21:00,1
276,12,2024-05-22 08:59:00,2024-05-22 16:59:00,1
277,12,2024-05-23 08:55:00,2024-05-23 17:04:00,1
278,12,2024-05-24 08:51:00,2024-05-24 18:27:00,1
279,12,2024-05-27 09:17:00,2024-05-27 17:24:00,1
280,12,2024-05-28 08:59:00,2024-05-28 17:32:00,1
281,12,2024-05-29 09:39:00,2024-05-29 17:54:00,1
282,12,2024-05-30 09:23:00,2024-05-30 17:44:00,1
283,13,2024-05-01 14:10:00,2024-05-01 23:49:00,2
284,13,2024-05-02 13:54:00,2024-05-02 23:19:00,2
285,13,2024-05-03 14:22:00,2024-05-03 23:54:00,2
286,13,2024-05-07 13:57:00,2024-05-07 22:02:00,2
287,13,2024-05-08 14:11:00,2024-05-08 23:17:00,2
288,13,2024-05-09 14:01:00,2024-05-09 22:04:00,2
289,13,2024-05-10 14:27:00,2024-05-10 22:29:00,2
290,13,2024-05-13 14:11:00,2024-05-13 22:53:00,2
291,13,2024-05-14 13:59:00,2024-05-14 22:13:00,2
292,13,2024-05-15 14:36:00,2024-05-15 23:16:00,2
293,13,2024-05-16 14:36:00,2024-05-16 22:27:00,2
294,13,2024-05-17 13:53:00,2024-05-17 23:38:00,2
295,13,2024-05-20 14:04:00,2024-05-20 22:01:00,2
296,13,2024-05-21 14:01:00,2024-05-21 22:39:00,2
297,13,2024-05-22 14:36:00,2024-05-22 23:17:00,2
298,13,2024-05-23 13:59:00,2024-05-23 23:08:00,2
299,13,2024-05-24 14:34:00,2024-05-24 23:41:00,2
300,13,2024-05-27 13:57:00,2024-05-27 22:04:00,2
301,13,2024-05-28 14:35:00,2024-05-28 21:41:00,2
302,13,2024-05-29 14:25:00,2024-05-29 22:54:00,2
303,13,2024-05-30 14:34:00,2024-05-30 23:27:00,2
304,14,2024-05-01 14:39:00,2024-05-01 22:20:00,2
305,14,2024-05-03 14:00:00,2024-05-03 22:06:00,2
306,14,2024-05-06 14:02:00,2024-05-06 23:58:00,2
307,14,2024-05-07 14:30:00,2024-05-07 22:39:00,2
308,14,2024-05-08 14:07:00,2024-05-08 22:32:00,2
309,14,2024-05-09 14:26:00,2024-05-09 23:34:00,2
310,14,2024-05-10 14:17:00,2024-05-10 21:42:00,2
311,14,2024-05-13 14:22:00,2024-05-13 23:09:00,2
312,14,2024-05-14 14:18:00,2024-05-14 22:47:00,2
313,14,2024-05-15 14:14:00,2024-05-15 23:49:00,2
314,14,2024-05-16 13:50:00,2024-05-16 23:09:00,2
315,14,2024-05-17 14:05:00,2024-05-17 23:34:00,2
316,14,2024-05-20 14:15:00,2024-05-20 22:05:00,2
317,14,2024-05-21 14:36:00,2024-05-21 22:07:00,2
318,14,2024-05-22 14:29:00,2024-05-22 22:28:00,2
319,14,2024-05-23 14:38:00,2024-05-23 23:18:00,2
320,14,2024-05-24 14:09:00,2024-05-24 22:49:00,2
321,14,2024-05-27 13:51:00,2024-05-27 23:30:00,2
322,14,2024-05-28 14:25:00,2024-05-28 23:43:00,2
323,14,2024-05-29 13:57:00,2024-05-29 21:43:00,2
324,14,2024-05-30 13:50:00,2024-05-30 22:37:00,2
325,15,2024-05-01 13:58:00,2024-05-01 23:55:00,2
326,15,2024-05-02 14:09:00,2024-05-02 22:08:00,2
327,15,2024-05-03 14:40:00,2024-05-03 22:44:00,2
328,15,2024-05-06 13:54:00,2024-05-06 22:24:00,2
329,15,2024-05-07 14:12:00,2024-05-07 23:18:00,2
330,15,2024-05-08 14:21:00,2024-05-08 22:38:00,2
331,15,2024-05-09 14:26:00,2024-05-09 23:29:00,2
332,15,2024-05-10 14:38:00,2024-05-10 23:18:00,2
333,15,2024-05-13 14:16:00,2024-05-13 22:30:00,2
334,15,2024-05-14 14:22:00,2024-05-14 23:27:00,2
335,15,2024-05-15 13:51:00,2024-05-15 21:58:00,2
336,15,2024-05-16 14:28:00,2024-05-16 23:53:00,2
337,15,2024-05-17 14:06:00,2024-05-17 22:01:00,2
338,15,2024-05-20 14:00:00,2024-05-20 22:38:00,2
339,15,2024-05-21 14:15:00,2024-05-21 22:37:00,2
340,15,2024-05-22 14:21:00,2024-05-22 22:51:00,2
341,15,2024-05-23 14:38:00,2024-05-23 23:03:00,2
342,15,2024-05-24 13:54:00,2024-05-24 22:58:00,2
343,15,2024-05-27 14:17:00,2024-05-27 23:49:00,2
344,15,2024-05-28 14:02:00,2024-05-28 22:01:00,2
345,15,2024-05-29 14:15:00,2024-05-29 22:12:00,2
346,15,2024-05-30 14:18:00,2024-05-30 22:21:00,2
347,16,2024-05-01 08:54:00,2024-05-01 18:40:00,1
348,16,2024-05-02 09:29:00,2024-05-02 18:15:00,1
349,16,2024-05-03 09:17:00,2024-05-03 16:46:00,1
350,16,2024-05-06 09:10:00,2024-05-06 17:19:00,1
351,16,2024-05-07 09:16:00,2024-05-07 18:30:00,1
352,16,2024-05-08 09:15:00,2024-05-08 18:01:00,1
353,16,2024-05-09 09:21:00,2024-05-09 17:38:00,1
354,16,2024-05-10 09:37:00,2024-05-10 18:31:00,1
355,16,2024-05-13 09:36:00,2024-05-13 18:20:00,1
356,16,2024-05-14 09:08:00,2024-05-14 17:26:00,1
357,16,2024-05-15 08:53:00,2024-05-15 18:23:00,1
358,16,2024-05-16 09:03:00,2024-05-16 18:46:00,1
359,16,2024-05-17 09:13:00,2024-05-17 18:50:00,1
360,16,2024-05-20 09:03:00,2024-05-20 17:46:00,1
361,16,2024-05-21 09:35:00,2024-05-21 16:48:00,1
362,16,2024-05-22 08:50:00,2024-05-22 18:49:00,1
363,16,2024-05-23 09:34:00,2024-05-23 18:06:00,1
364,16,2024-05-24 09:31:00,2024-05-24 16:47:00,1
365,16,2024-05-27 09:35:00,2024-05-27 16:57:00,1
366,16,2024-05-28 09:32:00,2024-05-28 17:52:00,1
367,16,2024-05-29 09:01:00,2024-05-29 16:46:00,1
368,16,2024-05-30 08:57:00,2024-05-30 17:30:00,1
369,17,2024-05-01 09:37:00,2024-05-01 18:22:00,1
370,17,2024-05-02 09:13:00,2024-05-02 18:47:00,1
371,17,2024-05-03 09:27:00,2024-05-03 17:13:00,1
372,17,2024-05-06 08:58:00,2024-05-06 17:28:00,1
373,17,2024-05-07 09:16:00,2024-05-07 17:01:00,1
374,17,2024-05-08 09:18:00,2024-05-08 19:00:00,1
375,17,2024-05-09 09:06:00,2024-05-09 17:57:00,1
376,17,2024-05-10 08:50:00,2024-05-10 17:05:00,1
377,17,2024-05-13 09:20:00,2024-05-13 18:22:00,1
378,17,2024-05-14 09:02:00,2024-05-14 17:57:00,1
379,17,2024-05-15 09:11:00,2024-05-15 18:06:00,1
380,17,2024-05-16 09:02:00,2024-05-16 17:19:00,1
381,17,2024-05-17 09:19:00,2024-05-17 18:55:00,1
382,17,2024-05-20 09:10:00,2024-05-20 17:28:00,1
383,17,2024-05-21 08:55:00,2024-05-21 17:25:00,1
384,17,2024-05-22 08:56:00,2024-05-22 16:46:00,1
385,17,2024-05-23 09:32:00,2024-05-23 19:00:00,1
386,17,2024-05-24 09:03:00,2024-05-24 18:39:00,1
387,17,2024-05-27 09:25:00,2024-05-27 18:12:00,1
388,17,2024-05-28 09:40:00,2024-05-28 18:46:00,1
389,17,2024-05-29 09:10:00,2024-05-29 18:39:00,1
390,17,2024-05-30 09:40:00,2024-05-30 18:40:00,1
391,18,2024-05-02 14:21:00,2024-05-02 22:22:00,2
392,18,2024-05-03 14:08:00,2024-05-03 21:48:00,2
393,18,2024-05-06 14:30:00,2024-05-06 23:50:00,2
394,18,2024-05-07 14:02:00,2024-05-07 22:43:00,2
395,18,2024-05-08 14:18:00,2024-05-08 23:30:00,2
396,18,2024-05-09 14:15:00,2024-05-09 23:21:00,2
397,18,2024-05-10 14:08:00,2024-05-10 21:43:00,2
398,18,2024-05-13 14:26:00,2024-05-13 21:43:00,2
399,18,2024-05-14 14:13:00,2024-05-14 23:00:00,2
400,18,2024-05-15 13:52:00,2024-05-15 23:21:00,2
401,18,2024-05-16 14:07:00,2024-05-16 23:02:00,2
402,18,2024-05-17 14:16:00,2024-05-17 23:47:00,2
403,18,2024-05-20 14:19:00,2024-05-20 22:27:00,2
404,18,2024-05-21 13:51:00,2024-05-21 23:03:00,2
405,18,2024-05-22 14:22:00,2024-05-22 23:45:00,2
406,18,2024-05-23 14:28:00,2024-05-23 22:25:00,2
407,18,2024-05-24 13:50:00,2024-05-24 22:42:00,2
408,18,2024-05-27 14:32:00,2024-05-27 23:53:00,2
409,18,2024-05-28 14:29:00,2024-05-28 23:59:00,2
410,18,2024-05-29 13:55:00,2024-05-29 23:41:00,2
411,18,2024-05-30 13:57:00,2024-05-30 21:43:00,2
412,19,2024-05-01 09:35:00,2024-05-01 18:21:00,1
413,19,2024-05-02 09:27:00,2024-05-02 18:27:00,1
414,19,2024-05-03 09:20:00,2024-05-03 18:38:00,1
415,19,2024-05-06 08:55:00,2024-05-06 16:46:00,1
416,19,2024-05-07 08:58:00,2024-05-07 16:49:00,1
417,19,2024-05-08 09:18:00,2024-05-08 18:53:00,1
418,19,2024-05-09 08:57:00,2024-05-09 17:54:00,1
419,19,2024-05-10 08:51:00,2024-05-10 18:59:00,1
420,19,2024-05-13 09:39:00,2024-05-13 18:31:00,1
421,19,2024-05-14 09:08:00,2024-05-14 16:51:00,1
422,19,2024-05-15 09:13:00,2024-05-15 18:58:00,1
423,19,2024-05-16 08:52:00,2024-05-16 17:10:00,1
424,19,2024-05-17 08:52:00,2024-05-17 17:36:00,1
425,19,2024-05-20 09:24:00,2024-05-20 18:19:00,1
426,19,2024-05-21 08:55:00,2024-05-21 17:17:00,1
427,19,2024-05-22 08:54:00,2024-05-22 17:05:00,1
428,19,2024-05-23 09:22:00,2024-05-23 18:25:00,1
429,19,2024-05-24 09:17:00,2024-05-24 17:20:00,1
430,19,2024-05-27 09:10:00,2024-05-27 17:38:00,1
431,19,2024-05-28 08:54:00,2024-05-28 18:10:00,1
432,19,2024-05-29 09:35:00,2024-05-29 16:55:00,1
433,19,2024-05-30 09:10:00,2024-05-30 17:06:00,1
434,20,2024-05-01 14:06:00,2024-05-01 22:57:00,2
435,20,2024-05-02 13:56:00,2024-05-02 22:56:00,2
436,20,2024-05-03 14:09:00,2024-05-03 22:34:00,2
